ai_050_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_044_002/cam_00 0060 0062 0063 0064 0065 0066 0067 0068
ai_050_004/cam_01 0080 0076 0074 0040 0038 0037 0035 0023
ai_003_009/cam_01 0007 0009 0011 0013 0014 0015 0016 0017
ai_051_003/cam_03 0057 0059 0060 0062 0064 0065 0066 0067
ai_001_006/cam_01 0045 0047 0049 0051 0052 0053 0054 0055
ai_019_006/cam_00 0095 0086 0085 0082 0080 0074 0053 0043
ai_054_006/cam_00 0084 0086 0088 0090 0091 0092 0093 0094
ai_002_002/cam_00 0027 0029 0031 0033 0035 0036 0037 0038
ai_027_003/cam_05 0058 0060 0064 0065 0068 0074 0075 0076
ai_023_007/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_048_006/cam_02 0026 0034 0043 0058 0060 0061 0063 0065
ai_055_003/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_048_005/cam_00 0047 0090 0093 0095 0096 0097 0098 0099
ai_033_009/cam_00 0003 0005 0012 0015 0020 0025 0037 0038
ai_017_008/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_007_004/cam_03 0085 0087 0089 0090 0091 0092 0093 0094
ai_043_005/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_031_001/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_015_008/cam_00 0072 0074 0076 0077 0078 0079 0080 0081
ai_026_004/cam_00 0054 0055 0057 0059 0060 0061 0062 0063
ai_039_009/cam_00 0081 0083 0084 0085 0086 0087 0088 0089
ai_018_007/cam_01 0064 0066 0067 0069 0070 0071 0072 0073
ai_036_003/cam_02 0088 0090 0092 0094 0096 0097 0098 0099
ai_023_007/cam_00 0030 0036 0040 0041 0042 0043 0044 0045
ai_048_009/cam_03 0003 0005 0008 0009 0011 0017 0030 0032
ai_027_010/cam_02 0003 0005 0007 0008 0009 0010 0011 0012
ai_037_007/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_005_007/cam_00 0066 0067 0069 0074 0075 0076 0077 0078
ai_010_005/cam_00 0027 0029 0031 0032 0033 0034 0035 0036
ai_047_001/cam_00 0051 0057 0058 0059 0060 0061 0062 0063
ai_022_009/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_042_002/cam_01 0071 0073 0074 0075 0076 0077 0078 0079
ai_001_002/cam_03 0053 0055 0057 0059 0061 0062 0063 0064
ai_018_008/cam_01 0060 0062 0064 0065 0066 0067 0068 0069
ai_039_007/cam_00 0066 0068 0070 0071 0072 0073 0074 0075
ai_018_008/cam_00 0066 0068 0071 0072 0073 0074 0075 0076
ai_041_005/cam_00 0078 0080 0082 0083 0084 0085 0086 0087
ai_017_008/cam_00 0064 0066 0068 0069 0070 0071 0072 0073
ai_008_010/cam_00 0063 0065 0066 0067 0068 0069 0070 0071
ai_048_009/cam_02 0091 0092 0093 0094 0095 0096 0097 0098
ai_044_002/cam_01 0009 0011 0013 0015 0017 0018 0019 0020
ai_018_003/cam_00 0051 0053 0055 0057 0058 0060 0062 0063
ai_050_005/cam_06 0030 0032 0034 0035 0036 0037 0038 0039
ai_054_004/cam_00 0006 0008 0010 0012 0013 0014 0017 0018
ai_050_004/cam_03 0003 0005 0007 0009 0010 0011 0012 0013
ai_006_002/cam_02 0006 0008 0010 0012 0013 0014 0015 0016
ai_011_008/cam_00 0057 0059 0061 0062 0063 0064 0065 0066
ai_011_003/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_011_009/cam_01 0095 0091 0069 0056 0050 0047 0044 0042
ai_053_006/cam_00 0068 0070 0072 0073 0076 0077 0079 0085
ai_036_001/cam_00 0059 0060 0062 0069 0070 0071 0072 0073
ai_055_002/cam_00 0042 0047 0050 0072 0074 0085 0095 0097
ai_018_004/cam_00 0050 0049 0032 0028 0022 0019 0014 0004
ai_009_003/cam_00 0033 0035 0037 0038 0039 0040 0041 0042
ai_036_007/cam_00 0045 0047 0049 0051 0053 0054 0055 0056
ai_029_005/cam_01 0033 0035 0036 0037 0038 0039 0040 0041
ai_029_002/cam_00 0003 0005 0007 0008 0009 0011 0012 0013
ai_023_002/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_004_001/cam_01 0046 0048 0050 0052 0054 0055 0056 0057
ai_026_009/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_003_005/cam_01 0070 0072 0074 0076 0078 0079 0080 0081
ai_001_005/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_023_007/cam_00 0057 0064 0065 0066 0067 0068 0069 0070
ai_010_009/cam_00 0045 0046 0048 0050 0051 0052 0053 0054
ai_037_008/cam_00 0054 0055 0057 0059 0061 0062 0063 0064
ai_006_010/cam_02 0057 0059 0061 0063 0064 0065 0066 0067
ai_051_005/cam_02 0072 0074 0076 0077 0078 0079 0080 0081
ai_055_001/cam_01 0080 0081 0082 0083 0084 0085 0086 0087
ai_036_005/cam_00 0081 0082 0084 0086 0087 0088 0089 0090
ai_006_002/cam_00 0059 0061 0071 0073 0088 0090 0095 0096
ai_052_010/cam_01 0039 0043 0045 0047 0048 0049 0050 0051
ai_021_009/cam_00 0092 0070 0064 0062 0041 0040 0010 0008
ai_051_005/cam_01 0071 0070 0069 0029 0019 0014 0008 0002
ai_018_002/cam_00 0033 0036 0039 0041 0042 0043 0044 0045
ai_004_007/cam_00 0089 0064 0063 0057 0055 0046 0040 0036
ai_051_002/cam_02 0072 0074 0078 0079 0080 0081 0082 0083
ai_001_005/cam_02 0087 0088 0090 0092 0093 0094 0095 0096
ai_046_003/cam_00 0066 0067 0069 0071 0073 0074 0075 0076
ai_043_008/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_051_002/cam_06 0021 0023 0025 0027 0028 0029 0030 0031
ai_026_019/cam_00 0078 0080 0082 0083 0084 0085 0086 0087
ai_032_009/cam_00 0003 0004 0005 0006 0007 0008 0009 0010
ai_045_010/cam_01 0051 0053 0054 0055 0056 0057 0058 0059
ai_027_008/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_006_002/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_033_005/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_050_005/cam_05 0081 0083 0085 0087 0089 0090 0091 0092
ai_027_008/cam_02 0026 0028 0031 0037 0047 0049 0052 0062
ai_055_010/cam_01 0045 0046 0047 0048 0049 0050 0051 0052
ai_042_003/cam_00 0072 0074 0077 0078 0079 0080 0081 0082
ai_005_006/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_010_001/cam_00 0042 0044 0046 0051 0052 0053 0054 0055
ai_035_007/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_009_002/cam_00 0030 0032 0033 0034 0035 0036 0038 0040
ai_002_009/cam_00 0075 0077 0078 0079 0080 0081 0082 0083
ai_039_009/cam_00 0090 0092 0094 0095 0096 0097 0098 0099
ai_045_004/cam_00 0088 0089 0091 0092 0093 0094 0095 0096
ai_006_010/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_037_005/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_006_010/cam_02 0045 0047 0048 0051 0053 0054 0055 0056
ai_027_007/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_050_003/cam_01 0073 0078 0080 0081 0082 0083 0084 0085
ai_044_007/cam_00 0033 0035 0037 0043 0044 0045 0046 0047
ai_052_010/cam_00 0029 0031 0037 0043 0046 0049 0053 0055
ai_002_004/cam_00 0057 0059 0061 0063 0064 0065 0066 0067
ai_044_005/cam_00 0063 0065 0067 0068 0069 0070 0071 0072
ai_009_005/cam_01 0088 0090 0092 0094 0095 0096 0097 0098
ai_032_001/cam_00 0009 0015 0017 0018 0019 0020 0021 0022
ai_033_009/cam_00 0063 0082 0083 0084 0085 0086 0088 0092
ai_055_001/cam_00 0033 0035 0037 0038 0039 0040 0041 0042
ai_027_004/cam_00 0081 0082 0084 0086 0087 0088 0089 0090
ai_002_003/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_035_007/cam_00 0069 0071 0072 0073 0074 0075 0076 0077
ai_017_009/cam_03 0055 0057 0059 0060 0061 0062 0063 0064
ai_030_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_048_005/cam_00 0002 0004 0014 0016 0017 0019 0028 0043
ai_018_003/cam_01 0009 0011 0013 0016 0017 0018 0019 0020
ai_012_009/cam_00 0009 0011 0013 0015 0017 0019 0020 0021
ai_027_003/cam_01 0025 0027 0029 0031 0032 0033 0034 0035
ai_042_005/cam_01 0024 0026 0028 0029 0030 0031 0032 0033
ai_030_004/cam_00 0007 0022 0023 0024 0025 0026 0027 0028
ai_047_002/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_048_002/cam_00 0015 0018 0020 0021 0022 0023 0024 0025
ai_027_007/cam_00 0066 0068 0070 0071 0072 0073 0074 0075
ai_027_010/cam_00 0084 0085 0087 0089 0091 0092 0093 0094
ai_043_005/cam_00 0059 0062 0082 0085 0091 0093 0095 0097
ai_046_003/cam_01 0007 0009 0057 0058 0059 0076 0078 0079
ai_039_010/cam_00 0048 0050 0052 0060 0061 0062 0063 0064
ai_009_001/cam_00 0039 0041 0043 0044 0045 0046 0047 0048
ai_043_007/cam_00 0072 0073 0075 0077 0078 0079 0080 0081
ai_048_007/cam_01 0054 0056 0058 0059 0060 0061 0062 0063
ai_048_009/cam_03 0040 0046 0048 0049 0051 0052 0053 0054
ai_023_006/cam_02 0044 0045 0047 0049 0059 0061 0062 0064
ai_021_010/cam_00 0072 0075 0076 0077 0078 0083 0084 0085
ai_001_002/cam_02 0061 0062 0064 0066 0067 0068 0069 0070
ai_019_009/cam_00 0069 0073 0075 0076 0077 0078 0079 0080
ai_044_010/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_027_008/cam_03 0062 0049 0046 0035 0022 0017 0016 0002
ai_036_001/cam_01 0064 0065 0067 0069 0070 0071 0072 0073
ai_052_008/cam_01 0075 0077 0079 0080 0081 0082 0083 0084
ai_004_008/cam_00 0084 0086 0087 0088 0089 0090 0091 0092
ai_008_004/cam_01 0079 0080 0081 0083 0085 0090 0091 0092
ai_044_010/cam_00 0063 0065 0067 0068 0069 0070 0071 0072
ai_050_003/cam_04 0009 0011 0013 0014 0015 0016 0017 0018
ai_014_010/cam_00 0054 0056 0058 0059 0060 0061 0062 0063
ai_030_010/cam_00 0045 0046 0049 0051 0052 0053 0054 0055
ai_009_002/cam_00 0072 0074 0075 0076 0077 0078 0079 0080
ai_047_007/cam_00 0081 0083 0087 0088 0089 0090 0091 0092
ai_039_009/cam_00 0072 0074 0076 0078 0080 0081 0082 0083
ai_018_004/cam_00 0063 0065 0067 0068 0069 0070 0071 0072
ai_042_004/cam_00 0058 0061 0063 0065 0066 0067 0068 0069
ai_043_004/cam_00 0075 0077 0079 0080 0082 0084 0085 0086
ai_036_001/cam_01 0033 0034 0036 0038 0075 0081 0093 0095
ai_019_006/cam_00 0006 0017 0018 0019 0020 0021 0022 0023
ai_044_010/cam_03 0001 0002 0003 0004 0005 0006 0007 0008
ai_023_006/cam_00 0056 0058 0061 0062 0064 0079 0091 0093
ai_044_002/cam_01 0069 0071 0073 0075 0076 0077 0078 0079
ai_010_001/cam_00 0009 0011 0013 0016 0018 0019 0020 0021
ai_007_007/cam_00 0036 0037 0069 0070 0071 0072 0073 0074
ai_041_005/cam_00 0041 0043 0046 0049 0050 0052 0058 0061
ai_007_007/cam_01 0050 0052 0054 0056 0057 0058 0059 0060
ai_055_002/cam_01 0078 0084 0085 0086 0087 0088 0089 0090
ai_006_009/cam_02 0035 0037 0039 0041 0042 0043 0044 0045
ai_034_005/cam_01 0078 0080 0082 0084 0085 0086 0087 0088
ai_048_002/cam_00 0042 0044 0045 0047 0049 0050 0051 0052
ai_001_002/cam_00 0051 0053 0054 0056 0058 0059 0060 0061
ai_047_007/cam_00 0048 0050 0051 0052 0053 0054 0055 0056
ai_026_019/cam_01 0045 0047 0048 0050 0052 0053 0054 0055
ai_010_005/cam_00 0054 0056 0058 0059 0060 0061 0062 0063
ai_018_003/cam_01 0048 0050 0052 0056 0057 0058 0059 0060
ai_050_004/cam_02 0058 0060 0062 0064 0065 0066 0067 0068
ai_051_005/cam_01 0006 0009 0011 0013 0014 0015 0016 0017
ai_003_004/cam_01 0002 0008 0023 0038 0044 0053 0094 0096
ai_008_002/cam_00 0018 0020 0022 0024 0025 0026 0027 0028
ai_043_006/cam_01 0018 0020 0022 0024 0026 0027 0028 0029
ai_037_006/cam_00 0058 0060 0063 0065 0066 0068 0070 0071
ai_022_009/cam_00 0030 0032 0033 0035 0038 0040 0042 0043
ai_008_001/cam_00 0098 0096 0073 0061 0059 0055 0053 0049
ai_048_002/cam_03 0036 0038 0041 0042 0043 0044 0045 0046
ai_019_009/cam_00 0060 0062 0063 0065 0067 0068 0069 0070
ai_054_010/cam_00 0098 0097 0096 0077 0075 0074 0061 0059
ai_003_006/cam_01 0002 0004 0014 0016 0017 0018 0020 0022
ai_037_007/cam_00 0027 0033 0035 0037 0038 0039 0043 0045
ai_051_002/cam_01 0024 0026 0027 0029 0031 0032 0033 0034
ai_044_002/cam_01 0078 0080 0082 0083 0084 0085 0086 0087
ai_050_005/cam_05 0030 0032 0034 0035 0036 0037 0038 0039
ai_029_001/cam_02 0033 0034 0036 0038 0039 0040 0041 0042
ai_045_001/cam_03 0073 0076 0079 0081 0082 0083 0084 0085
ai_014_003/cam_00 0042 0044 0046 0048 0049 0052 0053 0054
ai_004_005/cam_00 0015 0017 0019 0020 0022 0026 0027 0028
ai_035_006/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_041_005/cam_01 0030 0032 0034 0037 0038 0039 0040 0041
ai_046_007/cam_00 0069 0071 0073 0074 0076 0078 0079 0080
ai_002_010/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_045_001/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_034_001/cam_01 0098 0096 0092 0089 0087 0074 0065 0063
ai_007_008/cam_01 0031 0033 0034 0035 0036 0037 0038 0039
ai_027_004/cam_02 0030 0032 0034 0035 0036 0037 0038 0039
ai_018_009/cam_00 0051 0053 0055 0058 0059 0060 0061 0063
ai_026_001/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_005_004/cam_00 0036 0038 0040 0042 0043 0044 0045 0046
ai_043_006/cam_00 0040 0042 0046 0047 0048 0049 0050 0051
ai_002_004/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_048_002/cam_03 0023 0053 0070 0089 0091 0092 0094 0096
ai_034_001/cam_02 0024 0026 0027 0029 0031 0032 0033 0034
ai_022_009/cam_00 0045 0047 0049 0050 0051 0052 0053 0054
ai_044_005/cam_00 0069 0071 0073 0075 0082 0083 0084 0085
ai_036_001/cam_00 0021 0023 0026 0027 0028 0029 0030 0031
ai_027_008/cam_00 0089 0055 0016 0014 0010 0004 0002 0000
ai_011_005/cam_00 0023 0025 0028 0030 0031 0032 0033 0034
ai_007_004/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_026_020/cam_00 0084 0085 0086 0087 0088 0089 0090 0091
ai_027_007/cam_02 0027 0029 0056 0057 0058 0059 0060 0061
ai_034_005/cam_01 0002 0004 0013 0025 0051 0052 0054 0058
ai_027_009/cam_02 0089 0087 0085 0084 0077 0076 0058 0053
ai_042_003/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_007_006/cam_00 0033 0036 0039 0042 0044 0056 0070 0075
ai_052_010/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_051_003/cam_03 0036 0037 0044 0045 0046 0047 0048 0049
ai_037_004/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_048_009/cam_00 0024 0026 0028 0031 0032 0033 0035 0036
ai_012_001/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_055_003/cam_01 0073 0074 0075 0076 0077 0078 0079 0080
ai_037_007/cam_00 0047 0048 0050 0052 0053 0054 0055 0056
ai_045_001/cam_03 0047 0050 0059 0066 0068 0071 0095 0096
ai_042_003/cam_01 0036 0038 0040 0042 0044 0045 0046 0047
ai_011_008/cam_00 0066 0067 0069 0071 0072 0073 0074 0075
ai_053_018/cam_00 0060 0062 0083 0084 0085 0086 0087 0088
ai_048_006/cam_03 0023 0028 0032 0034 0038 0040 0043 0047
ai_021_007/cam_00 0042 0044 0045 0047 0049 0050 0051 0052
ai_002_006/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_048_009/cam_03 0059 0061 0062 0064 0066 0067 0068 0069
ai_048_006/cam_03 0021 0024 0026 0027 0028 0029 0030 0031
ai_055_002/cam_01 0008 0012 0014 0015 0016 0017 0018 0019
ai_006_008/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_002_007/cam_00 0017 0019 0022 0032 0052 0055 0061 0064
ai_018_007/cam_01 0098 0097 0096 0095 0090 0059 0050 0048
ai_055_003/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_052_006/cam_01 0066 0067 0073 0074 0075 0076 0077 0078
ai_037_002/cam_00 0034 0036 0040 0042 0044 0045 0046 0047
ai_054_009/cam_00 0015 0017 0019 0021 0049 0050 0051 0052
ai_050_001/cam_04 0015 0017 0019 0021 0022 0023 0024 0025
ai_006_002/cam_01 0006 0008 0010 0025 0026 0027 0028 0029
ai_037_006/cam_00 0031 0033 0035 0037 0038 0039 0040 0041
ai_043_010/cam_00 0051 0053 0054 0055 0056 0057 0059 0061
ai_046_004/cam_00 0005 0038 0040 0041 0043 0050 0052 0053
ai_044_006/cam_01 0006 0008 0010 0012 0013 0014 0015 0016
ai_021_008/cam_01 0030 0032 0033 0035 0037 0047 0048 0049
ai_034_001/cam_00 0073 0074 0076 0078 0080 0081 0082 0083
ai_026_003/cam_00 0002 0004 0013 0017 0019 0022 0024 0026
ai_042_003/cam_00 0009 0011 0013 0014 0016 0018 0019 0020
ai_007_009/cam_01 0021 0022 0024 0025 0026 0027 0028 0029
ai_037_005/cam_01 0028 0029 0031 0034 0036 0038 0040 0041
ai_022_009/cam_00 0072 0073 0075 0077 0079 0080 0081 0082
ai_048_005/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_054_009/cam_01 0086 0084 0079 0028 0025 0016 0014 0004
ai_027_003/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_010_009/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_003_008/cam_00 0002 0004 0013 0022 0029 0035 0038 0041
ai_055_005/cam_01 0036 0038 0040 0043 0044 0045 0046 0047
ai_008_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_018_010/cam_00 0072 0074 0076 0078 0079 0080 0081 0082
ai_009_001/cam_00 0072 0073 0075 0077 0079 0080 0081 0082
ai_053_001/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_017_010/cam_00 0051 0054 0056 0057 0058 0059 0060 0061
ai_046_008/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_008_001/cam_02 0037 0039 0041 0042 0043 0044 0045 0046
ai_055_005/cam_01 0064 0066 0068 0069 0070 0071 0072 0073
ai_015_005/cam_00 0078 0080 0081 0082 0083 0084 0085 0086
ai_050_003/cam_01 0049 0051 0053 0054 0055 0056 0057 0058
ai_051_002/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_019_002/cam_00 0050 0052 0056 0058 0061 0064 0070 0096
ai_017_009/cam_03 0046 0048 0050 0052 0053 0054 0055 0056
ai_004_006/cam_01 0079 0081 0083 0084 0085 0086 0087 0088
ai_039_008/cam_00 0060 0062 0064 0066 0067 0069 0070 0071
ai_021_010/cam_00 0063 0065 0067 0069 0070 0071 0072 0073
ai_022_009/cam_00 0036 0088 0089 0090 0091 0092 0093 0094
ai_017_008/cam_00 0007 0009 0011 0013 0014 0015 0016 0017
ai_001_005/cam_00 0060 0061 0063 0065 0067 0068 0069 0070
ai_023_006/cam_00 0051 0053 0055 0057 0058 0059 0060 0061
ai_042_003/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_050_003/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_052_008/cam_00 0027 0029 0032 0033 0035 0036 0037 0038
ai_035_002/cam_00 0006 0008 0014 0015 0016 0017 0018 0019
ai_001_002/cam_02 0067 0069 0072 0073 0074 0075 0076 0079
ai_009_005/cam_00 0044 0046 0049 0056 0064 0067 0070 0073
ai_005_006/cam_00 0045 0047 0051 0052 0053 0054 0055 0056
ai_048_002/cam_00 0021 0023 0025 0026 0027 0028 0029 0030
ai_010_009/cam_01 0070 0072 0074 0076 0077 0078 0079 0080
ai_018_003/cam_01 0098 0097 0096 0094 0092 0090 0085 0070
ai_011_004/cam_01 0033 0035 0037 0040 0041 0042 0043 0044
ai_006_002/cam_01 0066 0068 0070 0072 0074 0076 0077 0078
ai_019_002/cam_00 0001 0004 0016 0019 0022 0028 0037 0043
ai_016_006/cam_00 0035 0061 0063 0065 0067 0073 0079 0080
ai_051_002/cam_01 0033 0035 0037 0039 0040 0041 0042 0043
ai_017_003/cam_00 0081 0083 0085 0087 0088 0089 0090 0091
ai_006_010/cam_01 0072 0074 0076 0078 0079 0080 0081 0082
ai_050_004/cam_03 0015 0017 0019 0052 0053 0054 0055 0056
ai_004_005/cam_01 0040 0042 0044 0045 0046 0047 0048 0049
ai_051_002/cam_05 0019 0021 0022 0023 0024 0025 0026 0027
ai_048_005/cam_03 0069 0071 0073 0075 0077 0078 0079 0080
ai_023_008/cam_00 0084 0086 0088 0090 0091 0092 0093 0094
ai_036_003/cam_03 0012 0014 0016 0018 0020 0021 0022 0023
ai_048_007/cam_03 0054 0056 0057 0059 0060 0061 0062 0063
ai_023_006/cam_02 0003 0006 0008 0009 0010 0011 0012 0013
ai_037_007/cam_00 0092 0090 0089 0084 0078 0076 0064 0061
ai_039_004/cam_01 0015 0017 0019 0021 0022 0023 0024 0025
ai_053_016/cam_00 0003 0051 0052 0053 0054 0055 0056 0057
ai_045_005/cam_00 0042 0044 0064 0065 0066 0067 0068 0069
ai_017_009/cam_02 0006 0008 0010 0012 0014 0015 0016 0017
ai_050_005/cam_03 0045 0047 0049 0051 0052 0053 0054 0055
ai_050_001/cam_03 0095 0093 0092 0078 0050 0048 0038 0035
ai_050_004/cam_01 0084 0086 0088 0089 0091 0093 0094 0095
ai_035_008/cam_00 0033 0035 0036 0038 0040 0042 0044 0045
ai_048_005/cam_02 0039 0041 0043 0044 0045 0046 0048 0049
ai_008_001/cam_01 0004 0006 0008 0009 0010 0011 0012 0013
ai_018_007/cam_00 0069 0071 0073 0074 0075 0076 0077 0078
ai_006_001/cam_00 0039 0040 0042 0044 0046 0047 0049 0050
ai_054_001/cam_00 0048 0050 0052 0054 0056 0057 0058 0059
ai_048_003/cam_02 0072 0074 0075 0076 0077 0078 0079 0080
ai_009_001/cam_00 0087 0088 0090 0092 0094 0095 0096 0097
ai_009_005/cam_01 0058 0060 0061 0062 0063 0064 0065 0066
ai_006_006/cam_00 0076 0078 0079 0080 0082 0083 0084 0085
ai_053_013/cam_00 0028 0029 0030 0031 0033 0035 0037 0039
ai_048_007/cam_00 0049 0051 0052 0053 0054 0055 0056 0057
ai_005_007/cam_00 0084 0086 0087 0088 0089 0090 0091 0092
ai_043_009/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_034_001/cam_02 0045 0047 0048 0049 0050 0051 0052 0053
ai_004_008/cam_01 0070 0072 0074 0075 0076 0077 0078 0079
ai_007_007/cam_01 0003 0005 0015 0017 0018 0020 0023 0029
ai_042_004/cam_02 0048 0050 0052 0054 0055 0056 0057 0058
ai_018_009/cam_00 0054 0056 0058 0060 0062 0064 0066 0067
ai_003_006/cam_01 0078 0080 0083 0085 0086 0087 0088 0089
ai_013_007/cam_00 0003 0006 0008 0010 0011 0012 0013 0014
ai_027_009/cam_00 0049 0051 0053 0055 0056 0057 0058 0059
ai_037_005/cam_00 0021 0023 0025 0028 0029 0030 0031 0032
ai_043_002/cam_00 0009 0011 0013 0015 0016 0017 0018 0019
ai_042_003/cam_00 0060 0062 0063 0065 0066 0067 0069 0070
ai_019_007/cam_00 0075 0077 0079 0081 0083 0084 0085 0086
ai_048_006/cam_02 0042 0044 0046 0048 0050 0051 0052 0053
ai_001_003/cam_00 0054 0056 0058 0059 0060 0061 0062 0063
ai_006_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_043_008/cam_01 0048 0049 0051 0053 0055 0056 0057 0058
ai_051_003/cam_02 0048 0050 0052 0053 0054 0055 0056 0057
ai_053_018/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_023_002/cam_00 0012 0013 0015 0017 0019 0020 0021 0022
ai_048_002/cam_02 0018 0020 0021 0022 0023 0024 0025 0026
ai_004_005/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_003_005/cam_01 0037 0039 0040 0041 0042 0043 0044 0045
ai_019_006/cam_00 0084 0086 0087 0088 0089 0090 0091 0092
ai_007_010/cam_00 0079 0080 0082 0084 0085 0086 0087 0088
ai_053_017/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_001_002/cam_00 0088 0090 0092 0094 0095 0096 0097 0098
ai_026_004/cam_00 0069 0070 0072 0074 0075 0076 0077 0078
ai_011_009/cam_01 0049 0051 0053 0055 0056 0057 0058 0059
ai_029_002/cam_01 0072 0074 0075 0076 0077 0078 0079 0080
ai_017_004/cam_00 0033 0035 0037 0039 0040 0041 0042 0043
ai_023_007/cam_01 0033 0035 0036 0037 0038 0039 0040 0041
ai_013_009/cam_00 0002 0004 0007 0010 0013 0022 0031 0038
ai_006_010/cam_02 0060 0062 0063 0065 0067 0068 0069 0070
ai_021_010/cam_00 0081 0082 0084 0086 0088 0089 0090 0091
ai_050_001/cam_00 0024 0027 0028 0030 0032 0033 0034 0035
ai_047_008/cam_00 0078 0079 0080 0081 0082 0083 0084 0085
ai_050_003/cam_01 0028 0029 0030 0035 0037 0038 0039 0040
ai_021_009/cam_01 0021 0023 0025 0028 0029 0030 0031 0032
ai_043_005/cam_00 0032 0034 0038 0040 0043 0046 0049 0056
ai_016_009/cam_05 0070 0072 0074 0075 0076 0077 0078 0079
ai_012_010/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_013_007/cam_00 0063 0065 0067 0069 0070 0071 0072 0078
ai_046_002/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_008_001/cam_01 0018 0020 0023 0033 0035 0036 0038 0042
ai_026_001/cam_00 0014 0016 0017 0022 0082 0085 0087 0089
ai_012_010/cam_00 0071 0070 0022 0019 0017 0016 0004 0002
ai_007_009/cam_00 0070 0072 0074 0077 0078 0079 0080 0081
ai_017_009/cam_00 0043 0045 0047 0049 0050 0051 0052 0054
ai_021_008/cam_02 0087 0089 0090 0091 0092 0093 0094 0095
ai_023_010/cam_00 0058 0060 0063 0065 0067 0069 0070 0071
ai_019_003/cam_00 0039 0041 0043 0045 0046 0047 0048 0049
ai_039_008/cam_00 0042 0044 0046 0048 0049 0050 0051 0052
ai_028_002/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_027_006/cam_02 0048 0050 0052 0054 0055 0056 0057 0058
ai_047_007/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_037_001/cam_00 0083 0084 0086 0089 0090 0091 0092 0093
ai_029_001/cam_00 0069 0081 0082 0083 0096 0097 0098 0099
ai_045_006/cam_01 0031 0033 0035 0037 0038 0053 0054 0055
ai_048_002/cam_02 0024 0026 0027 0028 0030 0034 0035 0036
ai_042_001/cam_01 0033 0035 0037 0038 0039 0040 0041 0042
